wilayah,tahun,ipm,kemiskinan,geo_name
Pesisir Barat,2023,66.0,13.49,PESISIR BARAT
Pesisir Barat,2024,66.73,12.64,PESISIR BARAT
Pesisir Selatan,2015,68.07,8.46,PESISIR SELATAN
Pesisir Selatan,2016,68.39,7.92,PESISIR SELATAN
Pesisir Selatan,2017,68.74,7.79,PESISIR SELATAN
Pesisir Selatan,2018,69.4,7.59,PESISIR SELATAN
Pesisir Selatan,2019,70.08,7.88,PESISIR SELATAN
Pesisir Selatan,2020,69.9,7.61,PESISIR SELATAN
Pesisir Selatan,2021,70.03,7.92,PESISIR SELATAN
Pesisir Selatan,2022,70.84,7.11,PESISIR SELATAN
Pesisir Selatan,2023,71.44,7.34,PESISIR SELATAN
Pesisir Selatan,2024,72.02,7.49,PESISIR SELATAN
Pidie,2015,68.68,21.18,PIDIE
Pidie,2016,69.06,21.25,PIDIE
Pidie,2017,69.52,21.43,PIDIE
Pidie,2018,69.93,20.47,PIDIE
Pidie,2019,70.41,19.46,PIDIE
Pidie,2020,70.63,19.23,PIDIE
Pidie,2021,70.7,19.59,PIDIE
Pidie,2022,71.2,18.79,PIDIE
Pidie,2023,71.66,18.78,PIDIE
Pidie,2024,72.31,18.59,PIDIE
Pidie Jaya,2015,70.49,21.4,PIDIE JAYA
Pidie Jaya,2016,71.13,21.18,PIDIE JAYA
Pidie Jaya,2017,71.73,21.82,PIDIE JAYA
Pidie Jaya,2018,72.12,20.17,PIDIE JAYA
Pidie Jaya,2019,72.87,19.31,PIDIE JAYA
Pidie Jaya,2020,73.2,19.19,PIDIE JAYA
Pidie Jaya,2021,73.6,19.55,PIDIE JAYA
Pidie Jaya,2022,74.34,18.45,PIDIE JAYA
Pidie Jaya,2023,74.8,18.4,PIDIE JAYA
Pidie Jaya,2024,75.16,18.28,PIDIE JAYA
Pinrang,2015,69.24,8.34,PINRANG
Pinrang,2016,69.42,8.48,PINRANG
Pinrang,2017,69.9,8.46,PINRANG
Pinrang,2018,70.62,8.81,PINRANG
Pinrang,2019,71.12,8.46,PINRANG
Pinrang,2020,71.26,8.86,PINRANG
Pinrang,2021,71.45,8.81,PINRANG
Pinrang,2022,71.97,8.79,PINRANG
Pinrang,2023,72.84,8.9,PINRANG
Pinrang,2024,73.55,8.55,PINRANG
Pohuwato,2015,62.5,22.43,POHUWATO
Pohuwato,2016,63.17,21.17,POHUWATO
Pohuwato,2017,63.88,21.27,POHUWATO
Pohuwato,2018,64.44,19.4,POHUWATO
Pohuwato,2019,65.27,18.16,POHUWATO
Pohuwato,2020,65.37,17.62,POHUWATO
Pohuwato,2021,65.8,18.08,POHUWATO
Pohuwato,2022,66.53,17.87,POHUWATO
Pohuwato,2023,67.15,17.64,POHUWATO
Pohuwato,2024,68.02,17.11,POHUWATO
Polewali Mandar,2015,60.87,18.22,POLEWALI MANDAR
Polewali Mandar,2016,61.51,17.06,POLEWALI MANDAR
Polewali Mandar,2017,62.35,16.05,POLEWALI MANDAR
Polewali Mandar,2018,63.14,15.97,POLEWALI MANDAR
Polewali Mandar,2019,63.74,15.6,POLEWALI MANDAR
Polewali Mandar,2020,63.84,15.26,POLEWALI MANDAR
Polewali Mandar,2021,64.23,15.68,POLEWALI MANDAR
Polewali Mandar,2022,64.79,16.39,POLEWALI MANDAR
Polewali Mandar,2023,65.59,16.08,POLEWALI MANDAR
Polewali Mandar,2024,66.22,15.66,POLEWALI MANDAR
Ponorogo,2015,68.16,11.91,PONOROGO
Ponorogo,2016,68.93,11.75,PONOROGO
Ponorogo,2017,69.26,11.39,PONOROGO
Ponorogo,2018,69.91,10.36,PONOROGO
Ponorogo,2019,70.56,9.64,PONOROGO
Ponorogo,2020,70.81,9.95,PONOROGO
Ponorogo,2021,71.06,10.26,PONOROGO
Ponorogo,2022,71.87,9.32,PONOROGO
Ponorogo,2023,72.5,9.53,PONOROGO
Ponorogo,2024,73.01,9.11,PONOROGO
Poso,2015,68.13,18.16,POSO
Poso,2016,68.83,17.71,POSO
Poso,2017,69.78,17.16,POSO
Poso,2018,70.68,16.71,POSO
Poso,2019,71.4,15.65,POSO
Poso,2020,71.28,15.45,POSO
Poso,2021,71.45,15.92,POSO
Poso,2022,71.93,15.18,POSO
Poso,2023,72.48,15.16,POSO
Poso,2024,72.87,14.23,POSO
Pringsewu,2015,67.55,11.8,PRINGSEWU
Pringsewu,2016,68.26,11.73,PRINGSEWU
Pringsewu,2017,68.61,11.3,PRINGSEWU
Pringsewu,2018,69.42,10.5,PRINGSEWU
Pringsewu,2019,69.97,10.15,PRINGSEWU
Pringsewu,2020,70.3,9.97,PRINGSEWU
Pringsewu,2021,70.45,10.11,PRINGSEWU
Pringsewu,2022,70.98,9.34,PRINGSEWU
Pringsewu,2023,71.61,9.14,PRINGSEWU
Pringsewu,2024,72.29,8.32,PRINGSEWU
Probolinggo,2015,63.83,20.82,KOTA PROBOLINGGO
Probolinggo,2016,64.12,20.98,KOTA PROBOLINGGO
Probolinggo,2017,64.28,20.52,KOTA PROBOLINGGO
Probolinggo,2018,64.85,18.71,KOTA PROBOLINGGO
Probolinggo,2019,65.6,17.76,KOTA PROBOLINGGO
Probolinggo,2020,66.07,18.61,KOTA PROBOLINGGO
Probolinggo,2021,66.26,18.91,KOTA PROBOLINGGO
Probolinggo,2022,66.96,17.12,KOTA PROBOLINGGO
Probolinggo,2023,67.79,17.19,KOTA PROBOLINGGO
Probolinggo,2024,68.29,16.45,KOTA PROBOLINGGO
Pulang Pisau,2015,65.76,5.65,PULANG PISAU
Pulang Pisau,2016,66.49,5.49,PULANG PISAU
Pulang Pisau,2017,67.0,5.19,PULANG PISAU
Pulang Pisau,2018,67.54,4.51,PULANG PISAU
Pulang Pisau,2019,68.34,4.24,PULANG PISAU
Pulang Pisau,2020,68.45,4.09,PULANG PISAU
Pulang Pisau,2021,68.53,4.24,PULANG PISAU
Pulang Pisau,2022,69.01,4.7,PULANG PISAU
Pulang Pisau,2023,69.6,4.58,PULANG PISAU
Pulang Pisau,2024,70.27,4.56,PULANG PISAU
Pulau Morotai,2015,59.27,8.39,PULAU MOROTAI
Pulau Morotai,2016,59.87,7.08,PULAU MOROTAI
Pulau Morotai,2017,60.71,7.07,PULAU MOROTAI
Pulau Morotai,2018,61.39,7.16,PULAU MOROTAI
Pulau Morotai,2019,62.38,7.27,PULAU MOROTAI
Pulau Morotai,2020,62.5,6.46,PULAU MOROTAI
Pulau Morotai,2021,62.9,6.52,PULAU MOROTAI
Pulau Morotai,2022,63.8,5.42,PULAU MOROTAI
Pulau Morotai,2023,64.73,5.38,PULAU MOROTAI
Pulau Morotai,2024,65.68,5.11,PULAU MOROTAI
Pulau Taliabu,2015,58.26,7.04,PULAU TALIABU
Pulau Taliabu,2016,58.66,7.29,PULAU TALIABU
Pulau Taliabu,2017,59.03,7.17,PULAU TALIABU
Pulau Taliabu,2018,59.67,7.35,PULAU TALIABU
Pulau Taliabu,2019,60.62,7.53,PULAU TALIABU
Pulau Taliabu,2020,60.48,7.3,PULAU TALIABU
Pulau Taliabu,2021,60.73,7.49,PULAU TALIABU
Pulau Taliabu,2022,61.64,6.88,PULAU TALIABU
Pulau Taliabu,2023,62.31,7.31,PULAU TALIABU
Pulau Taliabu,2024,62.9,7.13,PULAU TALIABU
Puncak,2015,39.41,38.74,PUNCAK
Puncak,2015,,38.74,PUNCAK
Puncak,2016,39.96,38.58,PUNCAK
Puncak,2016,,38.58,PUNCAK
Puncak,2017,41.06,37.46,PUNCAK
Puncak,2017,,37.46,PUNCAK
Puncak,2018,41.81,38.15,PUNCAK
Puncak,2018,,38.15,PUNCAK
Puncak,2019,42.7,38.24,PUNCAK
Puncak,2019,,38.24,PUNCAK
Puncak,2020,43.04,36.96,PUNCAK
Puncak,2020,,36.96,PUNCAK
Puncak,2021,43.17,36.26,PUNCAK
Puncak,2021,,36.26,PUNCAK
Puncak,2022,43.87,36.25,PUNCAK
Puncak,2022,43.87,36.25,PUNCAK
Puncak,2023,44.59,36.44,PUNCAK
Puncak,2023,44.59,36.44,PUNCAK
Puncak,2024,,37.49,PUNCAK
Puncak,2024,45.6,37.49,PUNCAK
Puncak Jaya,2015,44.87,37.45,PUNCAK JAYA
Puncak Jaya,2015,,37.45,PUNCAK JAYA
Puncak Jaya,2016,45.49,37.31,PUNCAK JAYA
Puncak Jaya,2016,,37.31,PUNCAK JAYA
Puncak Jaya,2017,46.57,36.01,PUNCAK JAYA
Puncak Jaya,2017,,36.01,PUNCAK JAYA
Puncak Jaya,2018,47.39,36.27,PUNCAK JAYA
Puncak Jaya,2018,,36.27,PUNCAK JAYA
Puncak Jaya,2019,48.33,35.71,PUNCAK JAYA
Puncak Jaya,2019,,35.71,PUNCAK JAYA
Puncak Jaya,2020,48.37,34.74,PUNCAK JAYA
Puncak Jaya,2020,,34.74,PUNCAK JAYA
Puncak Jaya,2021,48.99,36.0,PUNCAK JAYA
Puncak Jaya,2021,,36.0,PUNCAK JAYA
Puncak Jaya,2022,49.84,36.3,PUNCAK JAYA
Puncak Jaya,2022,49.84,36.3,PUNCAK JAYA
Puncak Jaya,2023,50.81,35.6,PUNCAK JAYA
Puncak Jaya,2023,50.81,35.6,PUNCAK JAYA
Puncak Jaya,2024,,35.94,PUNCAK JAYA
Puncak Jaya,2024,51.78,35.94,PUNCAK JAYA
Purbalingga,2015,67.03,19.7,PURBALINGGA
Purbalingga,2016,67.48,18.98,PURBALINGGA
Purbalingga,2017,67.72,18.8,PURBALINGGA
Purbalingga,2018,68.41,15.62,PURBALINGGA
Purbalingga,2019,68.99,15.03,PURBALINGGA
Purbalingga,2020,68.97,15.9,PURBALINGGA
Purbalingga,2021,69.15,16.24,PURBALINGGA
Purbalingga,2022,69.54,15.3,PURBALINGGA
Purbalingga,2023,70.24,14.99,PURBALINGGA
Purbalingga,2024,70.69,14.18,PURBALINGGA
Purwakarta,2015,67.84,9.14,PURWAKARTA
Purwakarta,2016,68.56,8.98,PURWAKARTA
Purwakarta,2017,69.28,9.06,PURWAKARTA
Purwakarta,2018,69.98,7.99,PURWAKARTA
Purwakarta,2019,70.67,7.48,PURWAKARTA
Purwakarta,2020,70.82,8.27,PURWAKARTA
Purwakarta,2021,70.98,8.83,PURWAKARTA
Purwakarta,2022,71.56,8.7,PURWAKARTA
Purwakarta,2023,72.09,8.46,PURWAKARTA
Purwakarta,2024,72.65,8.41,PURWAKARTA
Purworejo,2015,70.37,14.27,PURWOREJO
Purworejo,2016,70.66,13.91,PURWOREJO
Purworejo,2017,71.31,13.81,PURWOREJO
Purworejo,2018,71.87,11.67,PURWOREJO
Purworejo,2019,72.5,11.45,PURWOREJO
Purworejo,2020,72.68,11.78,PURWOREJO
Purworejo,2021,72.98,12.4,PURWOREJO
Purworejo,2022,73.6,11.53,PURWOREJO
Purworejo,2023,74.28,11.33,PURWOREJO
Purworejo,2024,75.11,10.87,PURWOREJO
Raja Ampat,2015,61.23,20.94,RAJA AMPAT
Raja Ampat,2015,,20.94,RAJA AMPAT
Raja Ampat,2016,61.95,20.5,RAJA AMPAT
Raja Ampat,2016,,20.5,RAJA AMPAT
Raja Ampat,2017,62.35,20.0,RAJA AMPAT
Raja Ampat,2017,,20.0,RAJA AMPAT
Raja Ampat,2018,62.84,17.8,RAJA AMPAT
Raja Ampat,2018,,17.8,RAJA AMPAT
Raja Ampat,2019,63.66,17.16,RAJA AMPAT
Raja Ampat,2019,,17.16,RAJA AMPAT
Raja Ampat,2020,63.89,17.01,RAJA AMPAT
Raja Ampat,2020,,17.01,RAJA AMPAT
Raja Ampat,2021,63.92,17.5,RAJA AMPAT
Raja Ampat,2021,,17.5,RAJA AMPAT
Raja Ampat,2022,64.65,17.32,RAJA AMPAT
Raja Ampat,2022,64.65,17.32,RAJA AMPAT
Raja Ampat,2023,65.26,16.76,RAJA AMPAT
Raja Ampat,2023,65.26,16.76,RAJA AMPAT
Raja Ampat,2024,,15.83,RAJA AMPAT
Raja Ampat,2024,65.86,15.83,RAJA AMPAT
Rejang Lebong,2015,67.51,18.03,REJANG LEBONG
Rejang Lebong,2016,68.34,17.81,REJANG LEBONG
Rejang Lebong,2017,68.61,16.97,REJANG LEBONG
Rejang Lebong,2018,69.4,16.23,REJANG LEBONG
Rejang Lebong,2019,70.1,15.95,REJANG LEBONG
Rejang Lebong,2020,70.44,15.85,REJANG LEBONG
Rejang Lebong,2021,70.77,15.85,REJANG LEBONG
Rejang Lebong,2022,71.45,15.65,REJANG LEBONG
Rejang Lebong,2023,72.31,14.79,REJANG LEBONG
Rejang Lebong,2024,72.92,14.65,REJANG LEBONG
Rembang,2015,68.18,19.28,REMBANG
Rembang,2016,68.6,18.54,REMBANG
Rembang,2017,68.95,18.35,REMBANG
Rembang,2018,69.46,15.41,REMBANG
Rembang,2019,70.15,14.95,REMBANG
Rembang,2020,70.02,15.6,REMBANG
Rembang,2021,70.43,15.8,REMBANG
Rembang,2022,71.0,14.65,REMBANG
Rembang,2023,71.89,14.17,REMBANG
Rembang,2024,72.53,14.02,REMBANG
Rokan Hilir,2015,66.81,7.67,ROKAN HILIR
Rokan Hilir,2016,67.52,7.97,ROKAN HILIR
Rokan Hilir,2017,67.84,7.88,ROKAN HILIR
Rokan Hilir,2018,68.73,7.06,ROKAN HILIR
Rokan Hilir,2019,69.4,7.01,ROKAN HILIR
Rokan Hilir,2020,69.15,6.72,ROKAN HILIR
Rokan Hilir,2021,69.34,7.18,ROKAN HILIR
Rokan Hilir,2022,70.1,6.73,ROKAN HILIR
Rokan Hilir,2023,70.78,7.07,ROKAN HILIR
Rokan Hilir,2024,71.2,7.01,ROKAN HILIR
Rokan Hulu,2015,67.29,11.05,ROKAN HULU
Rokan Hulu,2016,67.86,11.05,ROKAN HULU
Rokan Hulu,2017,68.67,10.91,ROKAN HULU
Rokan Hulu,2018,69.36,10.95,ROKAN HULU
Rokan Hulu,2019,69.93,10.53,ROKAN HULU
Rokan Hulu,2020,69.38,10.31,ROKAN HULU
Rokan Hulu,2021,69.67,10.4,ROKAN HULU
Rokan Hulu,2022,70.31,9.95,ROKAN HULU
Rokan Hulu,2023,71.02,9.72,ROKAN HULU
Rokan Hulu,2024,71.82,9.62,ROKAN HULU
Rote Ndao,2015,58.32,30.49,ROTE NDAO
Rote Ndao,2016,59.28,29.6,ROTE NDAO
Rote Ndao,2017,60.51,28.81,ROTE NDAO
Rote Ndao,2018,61.51,28.08,ROTE NDAO
Rote Ndao,2019,62.22,27.95,ROTE NDAO
Rote Ndao,2020,62.39,27.54,ROTE NDAO
Rote Ndao,2021,62.6,28.08,ROTE NDAO
Rote Ndao,2022,63.21,27.45,ROTE NDAO
Rote Ndao,2023,64.0,27.05,ROTE NDAO
Rote Ndao,2024,64.59,25.78,ROTE NDAO
Sabu Raijua,2015,53.28,33.17,SABU RAIJUA
Sabu Raijua,2016,54.16,32.44,SABU RAIJUA
Sabu Raijua,2017,55.22,31.07,SABU RAIJUA
Sabu Raijua,2018,55.79,30.83,SABU RAIJUA
Sabu Raijua,2019,56.66,30.52,SABU RAIJUA
Sabu Raijua,2020,57.02,30.18,SABU RAIJUA
Sabu Raijua,2021,57.03,30.13,SABU RAIJUA
Sabu Raijua,2022,57.9,28.73,SABU RAIJUA
Sabu Raijua,2023,58.89,28.37,SABU RAIJUA
Sabu Raijua,2024,59.58,28.13,SABU RAIJUA
Sambas,2015,64.14,9.42,SAMBAS
Sambas,2016,64.94,8.54,SAMBAS
Sambas,2017,65.92,8.59,SAMBAS
Sambas,2018,66.61,8.55,SAMBAS
Sambas,2019,67.02,8.19,SAMBAS
Sambas,2020,67.03,7.7,SAMBAS
Sambas,2021,67.1,7.66,SAMBAS
Sambas,2022,67.95,6.92,SAMBAS
Sambas,2023,68.69,7.08,SAMBAS
Sambas,2024,69.31,6.53,SAMBAS
Samosir,2015,68.43,14.11,SAMOSIR
Samosir,2016,68.82,14.4,SAMOSIR
Samosir,2017,69.43,14.72,SAMOSIR
Samosir,2018,69.99,13.38,SAMOSIR
Samosir,2019,70.55,12.52,SAMOSIR
Samosir,2020,70.63,12.48,SAMOSIR
Samosir,2021,70.83,12.68,SAMOSIR
Samosir,2022,71.67,11.77,SAMOSIR
Samosir,2023,72.08,11.66,SAMOSIR
Samosir,2024,72.88,11.63,SAMOSIR
Sampang,2015,58.18,25.69,SAMPANG
Sampang,2016,59.09,24.11,SAMPANG
Sampang,2017,59.9,23.56,SAMPANG
Sampang,2018,61.0,21.21,SAMPANG
Sampang,2019,61.94,20.71,SAMPANG
Sampang,2020,62.7,22.78,SAMPANG
Sampang,2021,62.8,23.76,SAMPANG
Sampang,2022,63.39,21.61,SAMPANG
Sampang,2023,64.13,21.76,SAMPANG
Sampang,2024,64.65,20.83,SAMPANG
Sanggau,2015,63.05,4.57,SANGGAU
Sanggau,2016,63.9,4.51,SANGGAU
Sanggau,2017,64.61,4.52,SANGGAU
Sanggau,2018,65.15,4.67,SANGGAU
Sanggau,2019,65.67,4.57,SANGGAU
Sanggau,2020,65.77,4.46,SANGGAU
Sanggau,2021,66.2,4.55,SANGGAU
Sanggau,2022,66.91,4.51,SANGGAU
Sanggau,2023,67.77,4.79,SANGGAU
Sanggau,2024,68.43,4.67,SANGGAU
Sarmi,2015,60.99,13.85,SARMI
Sarmi,2016,61.27,13.74,SARMI
Sarmi,2017,62.31,13.75,SARMI
Sarmi,2018,63.0,14.51,SARMI
Sarmi,2019,63.45,14.41,SARMI
Sarmi,2020,63.63,13.87,SARMI
Sarmi,2021,63.94,13.84,SARMI
Sarmi,2022,64.86,13.76,SARMI
Sarmi,2023,65.8,13.21,SARMI
Sarmi,2024,66.72,14.05,SARMI
Sarolangun,2015,68.1,10.29,SAROLANGUN
Sarolangun,2016,68.73,9.33,SAROLANGUN
Sarolangun,2017,69.03,8.87,SAROLANGUN
Sarolangun,2018,69.41,8.73,SAROLANGUN
Sarolangun,2019,69.72,8.45,SAROLANGUN
Sarolangun,2020,69.86,8.42,SAROLANGUN
Sarolangun,2021,70.25,8.87,SAROLANGUN
Sarolangun,2022,70.89,8.48,SAROLANGUN
Sarolangun,2023,71.29,8.54,SAROLANGUN
Sarolangun,2024,72.01,8.36,SAROLANGUN
Sekadau,2015,62.34,6.5,SEKADAU
Sekadau,2016,62.52,6.14,SEKADAU
Sekadau,2017,63.04,6.46,SEKADAU
Sekadau,2018,63.69,6.17,SEKADAU
Sekadau,2019,64.34,6.11,SEKADAU
Sekadau,2020,64.76,5.87,SEKADAU
Sekadau,2021,64.93,6.26,SEKADAU
Sekadau,2022,65.58,5.85,SEKADAU
Sekadau,2023,66.33,5.9,SEKADAU
Sekadau,2024,67.25,5.66,SEKADAU
Seluma,2015,63.41,22.98,SELUMA
Seluma,2016,64.04,21.68,SELUMA
Seluma,2017,65.0,20.73,SELUMA
Seluma,2018,65.99,19.6,SELUMA
Seluma,2019,66.69,19.1,SELUMA
Seluma,2020,66.89,18.56,SELUMA
Seluma,2021,67.03,18.72,SELUMA
Seluma,2022,67.76,18.36,SELUMA
Seluma,2023,68.27,18.0,SELUMA
Seluma,2024,68.97,17.23,SELUMA
Semarang,2015,71.89,8.15,SEMARANG
Semarang,2016,72.4,7.99,SEMARANG
Semarang,2017,73.2,7.78,SEMARANG
Semarang,2018,73.61,7.29,SEMARANG
Semarang,2019,74.14,7.04,SEMARANG
Semarang,2020,74.1,7.51,SEMARANG
Semarang,2021,74.24,7.82,SEMARANG
Semarang,2022,74.67,7.27,SEMARANG
Semarang,2023,75.13,7.17,SEMARANG
Semarang,2024,75.67,6.96,SEMARANG
Seram Bagian Barat,2015,63.02,26.35,SERAM BAGIAN BARAT
Seram Bagian Barat,2016,63.76,26.5,SERAM BAGIAN BARAT
Seram Bagian Barat,2017,64.34,25.49,SERAM BAGIAN BARAT
Seram Bagian Barat,2018,65.14,25.62,SERAM BAGIAN BARAT
Seram Bagian Barat,2019,65.49,25.16,SERAM BAGIAN BARAT
Seram Bagian Barat,2020,65.62,25.11,SERAM BAGIAN BARAT
Seram Bagian Barat,2021,65.83,25.27,SERAM BAGIAN BARAT
Seram Bagian Barat,2022,66.67,22.25,SERAM BAGIAN BARAT
Seram Bagian Barat,2023,67.56,22.39,SERAM BAGIAN BARAT
Seram Bagian Barat,2024,68.39,22.31,SERAM BAGIAN BARAT
Seram Bagian Timur,2015,60.27,25.37,SERAM BAGIAN TIMUR
Seram Bagian Timur,2016,61.15,24.53,SERAM BAGIAN TIMUR
Seram Bagian Timur,2017,62.06,23.59,SERAM BAGIAN TIMUR
Seram Bagian Timur,2018,62.98,23.62,SERAM BAGIAN TIMUR
Seram Bagian Timur,2019,63.74,23.13,SERAM BAGIAN TIMUR
Seram Bagian Timur,2020,64.12,23.04,SERAM BAGIAN TIMUR
Seram Bagian Timur,2021,64.3,23.25,SERAM BAGIAN TIMUR
Seram Bagian Timur,2022,65.05,20.73,SERAM BAGIAN TIMUR
